1.306040,1.306040,1.306040,??0.267000
1.307347,1.307347,1.307347,??0.268000
1.308655,1.308655,1.308655,??0.269000
1.309964,1.309964,1.309964,??0.270000
1.311275,1.311275,1.311275,??0.271000
1.312587,1.312587,1.312587,??0.272000
1.313900,1.313900,1.313900,??0.273000
1.315215,1.315215,1.315215,??0.274000
1.316531,1.316531,1.316531,??0.275000
1.317848,1.317848,1.317848,??0.276000
1.319166,1.319166,1.319166,??0.277000
1.320486,1.320486,1.320486,??0.278000
1.321807,1.321807,1.321807,??0.279000
1.323130,1.323130,1.323130,??0.280000
1.324454,1.324454,1.324454,??0.281000
1.325779,1.325779,1.325779,??0.282000
1.327105,1.327105,1.327105,??0.283000
1.328433,1.328433,1.328433,??0.284000
1.329762,1.329762,1.329762,??0.285000
1.331092,1.331092,1.331092,??0.286000
1.332424,1.332424,1.332424,??0.287000
1.333757,1.333757,1.333757,??0.288000
1.335092,1.335092,1.335092,??0.289000
1.336427,1.336427,1.336427,??0.290000
1.337765,1.337765,1.337765,??0.291000
1.339103,1.339103,1.339103,??0.292000
1.340443,1.340443,1.340443,??0.293000
1.341784,1.341784,1.341784,??0.294000
1.343126,1.343126,1.343126,??0.295000
1.344470,1.344470,1.344470,??0.296000
1.345815,1.345815,1.345815,??0.297000
1.347162,1.347162,1.347162,??0.298000
1.348510,1.348510,1.348510,??0.299000
1.349859,1.349859,1.349859,??0.300000
1.351209,1.351209,1.351209,??0.301000
1.352561,1.352561,1.352561,??0.302000
1.353914,1.353914,1.353914,??0.303000
1.355269,1.355269,1.355269,??0.304000
1.356625,1.356625,1.356625,??0.305000
1.357982,1.357982,1.357982,??0.306000
1.359341,1.359341,1.359341,??0.307000
1.360701,1.360701,1.360701,??0.308000
1.362062,1.362062,1.362062,??0.309000
1.363425,1.363425,1.363425,??0.310000
1.364789,1.364789,1.364789,??0.311000
1.366155,1.366155,1.366155,??0.312000
1.367522,1.367522,1.367522,??0.313000
1.368890,1.368890,1.368890,??0.314000
1.370259,1.370259,1.370259,??0.315000
1.371630,1.371630,1.371630,??0.316000
1.373003,1.373003,1.373003,??0.317000
1.374376,1.374376,1.374376,??0.318000
1.375751,1.375751,1.375751,??0.319000
1.377128,1.377128,1.377128,??0.320000
1.378506,1.378506,1.378506,??0.321000
1.379885,1.379885,1.379885,??0.322000
1.381265,1.381265,1.381265,??0.323000
1.382647,1.382647,1.382647,??0.324000
1.384031,1.384031,1.384031,??0.325000
1.385415,1.385415,1.385415,??0.326000
1.386801,1.386801,1.386801,??0.327000
1.388189,1.388189,1.388189,??0.328000
1.389578,1.389578,1.389578,??0.329000
1.390968,1.390968,1.390968,??0.330000
1.392360,1.392360,1.392360,??0.331000
1.393753,1.393753,1.393753,??0.332000
1.395147,1.395147,1.395147,??0.333000
1.396543,1.396543,1.396543,??0.334000
1.397940,1.397940,1.397940,??0.335000
1.399339,1.399339,1.399339,??0.336000
1.400739,1.400739,1.400739,??0.337000
1.402141,1.402141,1.402141,??0.338000
1.403543,1.403543,1.403543,??0.339000
1.404948,1.404948,1.404948,??0.340000
1.406353,1.406353,1.406353,??0.341000
1.407760,1.407760,1.407760,??0.342000
1.409169,1.409169,1.409169,??0.343000
1.410579,1.410579,1.410579,??0.344000
1.411990,1.411990,1.411990,??0.345000
1.413403,1.413403,1.413403,??0.346000
1.414817,1.414817,1.414817,??0.347000
1.416232,1.416232,1.416232,??0.348000
1.417649,1.417649,1.417649,??0.349000
1.419068,1.419068,1.419068,??0.350000
1.420487,1.420487,1.420487,??0.351000
1.421909,1.421909,1.421909,??0.352000
1.423331,1.423331,1.423331,??0.353000
1.424755,1.424755,1.424755,??0.354000
1.426181,1.426181,1.426181,??0.355000
1.427608,1.427608,1.427608,??0.356000
1.429036,1.429036,1.429036,??0.357000
1.430466,1.430466,1.430466,??0.358000
1.431897,1.431897,1.431897,??0.359000
1.433329,1.433329,1.433329,??0.360000
1.434763,1.434763,1.434763,??0.361000
1.436199,1.436199,1.436199,??0.362000
1.437636,1.437636,1.437636,??0.363000
1.439074,1.439074,1.439074,??0.364000
1.440514,1.440514,1.440514,??0.365000
1.441955,1.441955,1.441955,??0.366000
1.443398,1.443398,1.443398,??0.367000
1.444842,1.444842,1.444842,??0.368000
1.446288,1.446288,1.446288,??0.369000
1.447735,1.447735,1.447735,??0.370000
1.449183,1.449183,1.449183,??0.371000
1.450633,1.450633,1.450633,??0.372000
1.452084,1.452084,1.452084,??0.373000
1.453537,1.453537,1.453537,??0.374000
1.454991,1.454991,1.454991,??0.375000
1.456447,1.456447,1.456447,??0.376000
1.457904,1.457904,1.457904,??0.377000
1.459363,1.459363,1.459363,??0.378000
1.460823,1.460823,1.460823,??0.379000
1.462285,1.462285,1.462285,??0.380000
1.463748,1.463748,1.463748,??0.381000
1.465212,1.465212,1.465212,??0.382000
1.466678,1.466678,1.466678,??0.383000
1.468145,1.468145,1.468145,??0.384000
1.469614,1.469614,1.469614,??0.385000
1.471085,1.471085,1.471085,??0.386000
1.472556,1.472556,1.472556,??0.387000
1.474030,1.474030,1.474030,??0.388000
1.475505,1.475505,1.475505,??0.389000
1.476981,1.476981,1.476981,??0.390000
1.478459,1.478459,1.478459,??0.391000
1.479938,1.479938,1.479938,??0.392000
1.481418,1.481418,1.481418,??0.393000
1.482901,1.482901,1.482901,??0.394000
1.484384,1.484384,1.484384,??0.395000
1.485869,1.485869,1.485869,??0.396000
1.487356,1.487356,1.487356,??0.397000
1.488844,1.488844,1.488844,??0.398000
1.490334,1.490334,1.490334,??0.399000
1.491825,1.491825,1.491825,??0.400000
1.493317,1.493317,1.493317,??0.401000
1.494811,1.494811,1.494811,??0.402000
1.496307,1.496307,1.496307,??0.403000
1.497804,1.497804,1.497804,??0.404000
1.499303,1.499303,1.499303,??0.405000
1.500803,1.500803,1.500803,??0.406000
1.502304,1.502304,1.502304,??0.407000
1.503807,1.503807,1.503807,??0.408000
1.505312,1.505312,1.505312,??0.409000
1.506818,1.506818,1.506818,??0.410000
1.508325,1.508325,1.508325,??0.411000
1.509834,1.509834,1.509834,??0.412000
1.511345,1.511345,1.511345,??0.413000
1.512857,1.512857,1.512857,??0.414000
1.514371,1.514371,1.514371,??0.415000
1.515886,1.515886,1.515886,??0.416000
1.517403,1.517403,1.517403,??0.417000
1.518921,1.518921,1.518921,??0.418000
1.520440,1.520440,1.520440,??0.419000
1.521962,1.521962,1.521962,??0.420000
1.523484,1.523484,1.523484,??0.421000
1.525009,1.525009,1.525009,??0.422000
1.526534,1.526534,1.526534,??0.423000
1.528062,1.528062,1.528062,??0.424000
1.529590,1.529590,1.529590,??0.425000
1.531121,1.531121,1.531121,??0.426000
1.532653,1.532653,1.532653,??0.427000
1.534186,1.534186,1.534186,??0.428000
1.535721,1.535721,1.535721,??0.429000
1.537258,1.537258,1.537258,??0.430000
1.538796,1.538796,1.538796,??0.431000
1.540335,1.540335,1.540335,??0.432000
1.541876,1.541876,1.541876,??0.433000
1.543419,1.543419,1.543419,??0.434000
1.544963,1.544963,1.544963,??0.435000
1.546509,1.546509,1.546509,??0.436000
1.548056,1.548056,1.548056,??0.437000
1.549605,1.549605,1.549605,??0.438000
1.551155,1.551155,1.551155,??0.439000
1.552707,1.552707,1.552707,??0.440000
1.554261,1.554261,1.554261,??0.441000
1.555816,1.555816,1.555816,??0.442000
1.557372,1.557372,1.557372,??0.443000
1.558930,1.558930,1.558930,??0.444000
1.560490,1.560490,1.560490,??0.445000
1.562051,1.562051,1.562051,??0.446000
1.563614,1.563614,1.563614,??0.447000
1.565179,1.565179,1.565179,??0.448000
1.566745,1.566745,1.566745,??0.449000
1.568312,1.568312,1.568312,??0.450000
1.569881,1.569881,1.569881,??0.451000
1.571452,1.571452,1.571452,??0.452000
1.573024,1.573024,1.573024,??0.453000
1.574598,1.574598,1.574598,??0.454000
1.576173,1.576173,1.576173,??0.455000
1.577750,1.577750,1.577750,??0.456000
1.579329,1.579329,1.579329,??0.457000
1.580909,1.580909,1.580909,??0.458000
1.582491,1.582491,1.582491,??0.459000
1.584074,1.584074,1.584074,??0.460000
1.585659,1.585659,1.585659,??0.461000
1.587245,1.587245,1.587245,??0.462000
1.588833,1.588833,1.588833,??0.463000
1.590423,1.590423,1.590423,??0.464000
1.592014,1.592014,1.592014,??0.465000
1.593607,1.593607,1.593607,??0.466000
1.595201,1.595201,1.595201,??0.467000
1.596797,1.596797,1.596797,??0.468000
1.598395,1.598395,1.598395,??0.469000
1.599994,1.599994,1.599994,??0.470000
1.601595,1.601595,1.601595,??0.471000
1.603197,1.603197,1.603197,??0.472000
1.604801,1.604801,1.604801,??0.473000
1.606407,1.606407,1.606407,??0.474000
1.608014,1.608014,1.608014,??0.475000
1.609623,1.609623,1.609623,??0.476000
1.611233,1.611233,1.611233,??0.477000
1.612845,1.612845,1.612845,??0.478000
1.614459,1.614459,1.614459,??0.479000
1.616074,1.616074,1.616074,??0.480000
1.617691,1.617691,1.617691,??0.481000
1.619310,1.619310,1.619310,??0.482000
1.620930,1.620930,1.620930,??0.483000
1.622552,1.622552,1.622552,??0.484000
1.624175,1.624175,1.624175,??0.485000
1.625800,1.625800,1.625800,??0.486000
1.627427,1.627427,1.627427,??0.487000
1.629055,1.629055,1.629055,??0.488000
1.630685,1.630685,1.630685,??0.489000
1.632316,1.632316,1.632316,??0.490000
1.633949,1.633949,1.633949,??0.491000
1.635584,1.635584,1.635584,??0.492000
1.637221,1.637221,1.637221,??0.493000
1.638859,1.638859,1.638859,??0.494000
1.640498,1.640498,1.640498,??0.495000
1.642140,1.642140,1.642140,??0.496000
1.643783,1.643783,1.643783,??0.497000
1.645427,1.645427,1.645427,??0.498000
1.647073,1.647073,1.647073,??0.499000
1.648721,1.648721,1.648721,??0.500000
1.650371,1.650371,1.650371,??0.501000
1.652022,1.652022,1.652022,??0.502000
1.653675,1.653675,1.653675,??0.503000
1.655329,1.655329,1.655329,??0.504000
1.656986,1.656986,1.656986,??0.505000
1.658643,1.658643,1.658643,??0.506000
1.660303,1.660303,1.660303,??0.507000
1.661964,1.661964,1.661964,??0.508000
1.663627,1.663627,1.663627,??0.509000
1.665291,1.665291,1.665291,??0.510000
1.666957,1.666957,1.666957,??0.511000
1.668625,1.668625,1.668625,??0.512000
1.670295,1.670295,1.670295,??0.513000
1.671966,1.671966,1.671966,??0.514000
1.673639,1.673639,1.673639,??0.515000
1.675313,1.675313,1.675313,??0.516000
1.676989,1.676989,1.676989,??0.517000
1.678667,1.678667,1.678667,??0.518000
1.680346,1.680346,1.680346,??0.519000
1.682028,1.682028,1.682028,??0.520000
1.683711,1.683711,1.683711,??0.521000
1.685395,1.685395,1.685395,??0.522000
1.687081,1.687081,1.687081,??0.523000
1.688769,1.688769,1.688769,??0.524000
1.690459,1.690459,1.690459,??0.525000
1.692150,1.692150,1.692150,??0.526000
1.693843,1.693843,1.693843,??0.527000
1.695538,1.695538,1.695538,??0.528000
1.697234,1.697234,1.697234,??0.529000
1.698932,1.698932,1.698932,??0.530000
1.700632,1.700632,1.700632,??0.531000
1.702334,1.702334,1.702334,??0.532000
1.704037,1.704037,1.704037,??0.533000
1.705742,1.705742,1.705742,??0.534000
1.707448,1.707448,1.707448,??0.535000
1.709157,1.709157,1.709157,??0.536000
1.710867,1.710867,1.710867,??0.537000
1.712578,1.712578,1.712578,??0.538000
1.714292,1.714292,1.714292,??0.539000
1.716007,1.716007,1.716007,??0.540000
1.717724,1.717724,1.717724,??0.541000
1.719442,1.719442,1.719442,??0.542000
1.721163,1.721163,1.721163,??0.543000
1.722885,1.722885,1.722885,??0.544000
1.724608,1.724608,1.724608,??0.545000
1.726334,1.726334,1.726334,??0.546000
1.728061,1.728061,1.728061,??0.547000
1.729790,1.729790,1.729790,??0.548000
1.731521,1.731521,1.731521,??0.549000
1.733253,1.733253,1.733253,??0.550000
1.734987,1.734987,1.734987,??0.551000
1.736723,1.736723,1.736723,??0.552000
1.738461,1.738461,1.738461,??0.553000
1.740200,1.740200,1.740200,??0.554000
1.741941,1.741941,1.741941,??0.555000
1.743684,1.743684,1.743684,??0.556000
1.745428,1.745428,1.745428,??0.557000
1.747175,1.747175,1.747175,??0.558000
1.748923,1.748923,1.748923,??0.559000
1.750673,1.750673,1.750673,??0.560000
1.752424,1.752424,1.752424,??0.561000
1.754177,1.754177,1.754177,??0.562000
1.755932,1.755932,1.755932,??0.563000
1.757689,1.757689,1.757689,??0.564000
1.759448,1.759448,1.759448,??0.565000
1.761208,1.761208,1.761208,??0.566000
1.762970,1.762970,1.762970,??0.567000
1.764734,1.764734,1.764734,??0.568000
1.766500,1.766500,1.766500,??0.569000
1.768267,1.768267,1.768267,??0.570000
1.770036,1.770036,1.770036,??0.571000
1.771807,1.771807,1.771807,??0.572000
1.773580,1.773580,1.773580,??0.573000
1.775354,1.775354,1.775354,??0.574000
1.777131,1.777131,1.777131,??0.575000
1.778909,1.778909,1.778909,??0.576000
1.780688,1.780688,1.780688,??0.577000
1.782470,1.782470,1.782470,??0.578000
1.784253,1.784253,1.784253,??0.579000
1.786038,1.786038,1.786038,??0.580000
1.787825,1.787825,1.787825,??0.581000
1.789614,1.789614,1.789614,??0.582000
1.791405,1.791405,1.791405,??0.583000
1.793197,1.793197,1.793197,??0.584000
1.794991,1.794991,1.794991,??0.585000
1.796787,1.796787,1.796787,??0.586000
1.798585,1.798585,1.798585,??0.587000
1.800384,1.800384,1.800384,??0.588000
1.802185,1.802185,1.802185,??0.589000
1.803988,1.803988,1.803988,??0.590000
1.805793,1.805793,1.805793,??0.591000
1.807600,1.807600,1.807600,??0.592000
1.809409,1.809409,1.809409,??0.593000
1.811219,1.811219,1.811219,??0.594000
1.813031,1.813031,1.813031,??0.595000
1.814845,1.814845,1.814845,??0.596000
1.816661,1.816661,1.816661,??0.597000
1.818478,1.818478,1.818478,??0.598000
1.820298,1.820298,1.820298,??0.599000
1.822119,1.822119,1.822119,??0.600000
1.823942,1.823942,1.823942,??0.601000
1.825767,1.825767,1.825767,??0.602000
1.827593,1.827593,1.827593,??0.603000
1.829422,1.829422,1.829422,??0.604000
1.831252,1.831252,1.831252,??0.605000
1.833084,1.833084,1.833084,??0.606000
1.834918,1.834918,1.834918,??0.607000
1.836754,1.836754,1.836754,??0.608000
1.838592,1.838592,1.838592,??0.609000
1.840431,1.840431,1.840431,??0.610000
1.842273,1.842273,1.842273,??0.611000
1.844116,1.844116,1.844116,??0.612000
1.845961,1.845961,1.845961,??0.613000
1.847808,1.847808,1.847808,??0.614000
1.849657,1.849657,1.849657,??0.615000
1.851507,1.851507,1.851507,??0.616000
1.853360,1.853360,1.853360,??0.617000
1.855214,1.855214,1.855214,??0.618000
1.857070,1.857070,1.857070,??0.619000
1.858928,1.858928,1.858928,??0.620000
1.860788,1.860788,1.860788,??0.621000
1.862650,1.862650,1.862650,??0.622000
1.864513,1.864513,1.864513,??0.623000
1.866379,1.866379,1.866379,??0.624000
1.868246,1.868246,1.868246,??0.625000
1.870115,1.870115,1.870115,??0.626000
1.871986,1.871986,1.871986,??0.627000
1.873859,1.873859,1.873859,??0.628000
1.875734,1.875734,1.875734,??0.629000
1.877611,1.877611,1.877611,??0.630000
1.879489,1.879489,1.879489,??0.631000
1.881370,1.881370,1.881370,??0.632000
1.883252,1.883252,1.883252,??0.633000
1.885136,1.885136,1.885136,??0.634000
1.887022,1.887022,1.887022,??0.635000
1.888910,1.888910,1.888910,??0.636000
1.890800,1.890800,1.890800,??0.637000
1.892692,1.892692,1.892692,??0.638000
1.894585,1.894585,1.894585,??0.639000
1.896481,1.896481,1.896481,??0.640000
1.898378,1.898378,1.898378,??0.641000
1.900278,1.900278,1.900278,??0.642000
1.902179,1.902179,1.902179,??0.643000
1.904082,1.904082,1.904082,??0.644000
1.905987,1.905987,1.905987,??0.645000
1.907894,1.907894,1.907894,??0.646000
1.909803,1.909803,1.909803,??0.647000
1.911714,1.911714,1.911714,??0.648000
1.913626,1.913626,1.913626,??0.649000
1.915541,1.915541,1.915541,??0.650000
1.917457,1.917457,1.917457,??0.651000
1.919376,1.919376,1.919376,??0.652000
1.921296,1.921296,1.921296,??0.653000
1.923218,1.923218,1.923218,??0.654000
1.925143,1.925143,1.925143,??0.655000
1.927069,1.927069,1.927069,??0.656000
1.928997,1.928997,1.928997,??0.657000
1.930927,1.930927,1.930927,??0.658000
1.932859,1.932859,1.932859,??0.659000
1.934792,1.934792,1.934792,??0.660000
1.936728,1.936728,1.936728,??0.661000
1.938666,1.938666,1.938666,??0.662000
1.940605,1.940605,1.940605,??0.663000
1.942547,1.942547,1.942547,??0.664000
1.944491,1.944491,1.944491,??0.665000
1.946436,1.946436,1.946436,??0.666000
